artist_name,track_name,duration_ms,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood
Lewis Capaldi,Lost On You,197179,2019,62,0.555,0.282,10,-8.228,1,0.0612,0.889,0.0,0.0927,0.382,125.522,SAD
Gracie Abrams,Mean It,171139,2019,59,0.562,0.304,9,-9.504,0,0.0595,0.846,1.34e-06,0.1,0.128,123.078,SAD
jagger finn,Please,176407,2019,55,0.536,0.65,0,-8.625,1,0.027,0.00863,0.85,0.249,0.367,112.985,SCARED
Shreya Ghoshal,Yeh Aaina,311368,2019,58,0.552,0.428,2,-9.433,1,0.0346,0.607,0.00125,0.115,0.197,131.745,HAPPY
Atif Aslam,Baarishein,250922,2019,42,0.349,0.633,7,-3.233,0,0.0495,0.488,0.0,0.104,0.0869,74.635,HAPPY
Arijit Singh,"Shanivaar Raati (From ""Main Tera Hero"")",261062,2019,36,0.684,0.892,10,-4.427,0,0.0395,0.0307,3.51e-06,0.0833,0.721,132.007,HAPPY
Arijit Singh,Jiya,283742,2019,45,0.469,0.636,4,-8.38,1,0.0295,0.218,0.000104,0.0764,0.429,171.914,ANGRY
Arijit Singh,Sajde,325460,2019,32,0.499,0.48,1,-6.45,1,0.0415,0.619,0.0,0.319,0.577,99.886,ANGRY
Arijit Singh,Junooni,296777,2019,10,0.372,0.526,7,-7.392,1,0.029,0.168,3.73e-06,0.132,0.358,169.772,ANGRY
SadBoyProlific,Blind,128026,2019,39,0.485,0.929,1,-5.936,1,0.388,0.477,0.0,0.17,0.845,174.306,SAD
Ben Platt,Ease My Mind,276800,2019,45,0.38,0.257,7,-8.4,1,0.0322,0.544,0.0,0.117,0.112,146.174,SAD
Ben Platt,Bad Habit,262760,2019,46,0.339,0.495,5,-6.374,1,0.0325,0.379,0.0,0.102,0.121,134.336,SAD
Ben Platt,Temporary Love,218827,2019,44,0.634,0.505,0,-7.753,0,0.0341,0.506,1.8e-06,0.116,0.136,89.045,SAD
Ben Platt,Honest Man,229573,2019,39,0.455,0.48,0,-5.583,1,0.0321,0.537,0.0,0.15,0.203,150.066,SAD
Jess Benko,A Soulmate Who Wasn’t Meant to Be,316556,2019,67,0.571,0.0274,9,-20.274,0,0.0649,0.948,6.43e-06,0.322,0.087,124.209,SAD
Anson Seabra,I Can't Carry This Anymore,200000,2019,61,0.451,0.0873,3,-16.815,1,0.063,0.907,2.46e-06,0.355,0.456,166.603,SAD
Jess Benko,My Moon,295008,2019,39,0.682,0.0907,0,-16.591,1,0.0402,0.987,0.0106,0.0681,0.215,117.876,SAD
Anson Seabra,Trying My Best,222468,2019,37,0.691,0.0682,5,-18.186,1,0.0645,0.951,0.0,0.0916,0.352,76.94,SAD
Anson Seabra,That's Us,270462,2019,35,0.621,0.108,10,-15.399,1,0.0493,0.968,1.67e-05,0.137,0.204,129.285,SAD
Anson Seabra,Broken,305676,2019,32,0.481,0.0759,6,-14.2,1,0.0601,0.956,0.0,0.154,0.234,98.979,SAD
Anson Seabra,Last Time,226323,2019,23,0.546,0.138,3,-14.458,1,0.0665,0.922,1.45e-06,0.105,0.529,136.073,SAD
Omar Apollo,Hearing Your Voice,241547,2019,49,0.566,0.36,4,-10.531,1,0.0418,0.669,1.31e-05,0.14,0.369,141.908,SCARED
Beanfield,Someone Like You,346787,2019,0,0.821,0.688,0,-8.098,1,0.0403,0.024,0.601,0.0883,0.8,127.999,SAD
The Neighbourhood,Pretty Boy,234093,2020,75,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,SCARED
Bennett Coast,Moonboy,132231,2020,53,0.507,0.375,9,-10.637,1,0.0256,0.855,0.00981,0.11,0.0519,90.006,SCARED
Brandon,Baby,111711,2020,51,0.641,0.242,10,-10.066,1,0.0757,0.879,0.0,0.394,0.409,75.99,SCARED
Tiësto,The Business,164000,2020,80,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,ANGRY
Bea Miller,FEEL SOMETHING DIFFERENT,207328,2020,55,0.78,0.715,0,-4.606,1,0.102,0.125,9.31e-06,0.218,0.365,125.015,SAD
Shawn Mendes,Dream,214751,2020,51,0.492,0.672,2,-6.779,1,0.0366,0.539,0.000212,0.116,0.229,140.027,SAD
Steve Aoki,LIES,167419,2020,47,0.697,0.935,11,-5.809,0,0.175,0.00625,0.006,0.236,0.728,124.023,ANGRY
Ashe,Moral of the Story (feat. Niall Horan),198515,2020,63,0.599,0.374,10,-8.896,1,0.0385,0.495,0.0,0.221,0.224,119.9,SAD
Tomo,Coffee Cups and Cigarettes,207598,2020,56,0.459,0.063,8,-14.446,1,0.0366,0.995,0.803,0.108,0.15,131.704,SAD
Matt Maltese,As the World Caves In - Acoustic,213124,2020,41,0.38,0.274,10,-7.492,1,0.041,0.83,0.000211,0.123,0.191,67.687,SAD
Aquilo,Always Forever,234505,2020,39,0.507,0.354,2,-10.697,1,0.0277,0.795,0.455,0.272,0.132,134.944,SCARED
Milky Chance,Don't Let Me Down,200391,2020,53,0.854,0.674,0,-7.32,1,0.0597,0.345,9.82e-05,0.12,0.729,109.958,ANGRY
Bilmuri,everything i wanted,227000,2020,24,0.694,0.398,6,-8.181,0,0.0445,0.0838,2.83e-06,0.381,0.175,119.978,SAD
KILLEDDY,BANGARANG,97655,2020,60,0.557,0.939,6,-5.699,1,0.154,0.00345,0.406,0.735,0.569,145.023,ANGRY
Sara Kays,Remember That Night?,227186,2020,72,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,SAD
Shelly,Steeeam,170893,2020,59,0.817,0.763,5,-11.014,0,0.0373,0.546,0.158,0.124,0.923,120.034,SCARED
fanclubwallet,Car Crash in G Major,132000,2020,53,0.709,0.517,7,-8.077,1,0.0335,0.277,0.118,0.484,0.429,105.369,SCARED
Sara Kays,Chosen Last,226847,2020,52,0.652,0.546,11,-6.497,1,0.0264,0.666,2.28e-06,0.112,0.264,99.03,SAD
beabadoobee,Care,194994,2020,51,0.513,0.884,1,-4.2,0,0.0312,0.00161,0.000208,0.145,0.452,103.034,SCARED
beabadoobee,Dye It Red,189932,2020,49,0.411,0.754,2,-5.631,1,0.0375,0.00983,0.0121,0.466,0.512,174.003,SCARED
Maisie Peters,Smile,157940,2020,46,0.731,0.649,7,-3.651,1,0.114,0.315,0.0,0.121,0.412,137.9,SAD
BLACKPINK,How You Like That,182956,2020,75,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,HAPPY
Yiruma,The River Flows In You,211373,2020,24,0.294,0.143,9,-18.075,1,0.0544,0.992,0.946,0.0828,0.299,67.07,SCARED
The Weeknd,Blinding Lights,200040,2020,90,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,HAPPY
Conan Gray,Heather,198040,2020,85,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,SAD
Taylor Swift,cardigan,239560,2020,84,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,SAD
Taylor Swift,champagne problems,244000,2020,76,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,SAD
Gracie Abrams,"I miss you, I’m sorry",167538,2020,75,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,SAD
Alexander 23,IDK You Yet,184638,2020,74,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,SAD
Olivia Rodrigo,All I Want,177323,2020,72,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,SAD
Noah Cyrus,Lonely,144377,2020,67,0.53,0.281,5,-8.274,1,0.0577,0.798,0.0,0.0928,0.341,122.442,SAD
Hailee Steinfeld,Wrong Direction,248987,2020,63,0.39,0.388,10,-9.017,1,0.0355,0.472,0.0,0.157,0.187,72.934,SAD
Madison Beer,Selfish,223270,2020,61,0.375,0.461,9,-6.202,1,0.0279,0.627,0.0,0.386,0.233,75.217,SAD
Taylor Swift,dorothea,225880,2020,62,0.605,0.488,4,-8.322,1,0.0264,0.696,0.0,0.129,0.354,119.966,SAD
Taylor Swift,hoax,220040,2020,61,0.676,0.178,8,-15.01,1,0.0394,0.964,7.9e-06,0.135,0.404,118.84,SAD
Conan Gray,(Online Love),37067,2020,57,0.433,0.253,0,-11.243,1,0.0476,0.891,0.00013,0.389,0.85,77.72,SAD
Diljit Dosanjh,Born to Shine,213333,2020,67,0.745,0.826,6,-4.339,0,0.0866,0.357,0.0,0.302,0.674,90.149,HAPPY
Vishal Dadlani,Kudi Nu Nachne De,172382,2020,29,0.834,0.687,9,-7.494,1,0.0653,0.176,0.0,0.174,0.876,117.947,HAPPY
Arijit Singh,"Nashe Si Chadh Gayi (From ""Befikre"")",238289,2020,25,0.801,0.779,4,-5.515,0,0.0555,0.112,0.0,0.206,0.267,96.949,HAPPY
Atif Aslam,Dekhte Dekhte Remix,211719,2020,22,0.396,0.718,9,-5.136,0,0.067,0.173,0.0,0.182,0.593,88.361,HAPPY
Hisohkah,School Rooftop,167967,2020,60,0.85,0.28,1,-8.77,1,0.23,0.0931,0.606,0.0867,0.28,82.872,SCARED
SadBoyProlific,Chaos,174890,2020,46,0.8,0.341,7,-14.51,1,0.235,0.537,2.45e-06,0.118,0.146,109.958,SAD
SadBoyProlific,Happy,124615,2020,40,0.677,0.348,1,-12.427,1,0.0624,0.927,0.0,0.129,0.147,103.861,SAD
Anson Seabra,Kerosene,231750,2020,35,0.429,0.0602,1,-17.809,0,0.0695,0.957,3.16e-06,0.122,0.261,163.979,SAD
Ankor,How You Like That,177231,2020,20,0.555,0.607,8,-6.391,1,0.0467,0.0324,1.6e-06,0.188,0.22,130.148,HAPPY
Pink Sweat$,Honesty,189000,2021,67,0.66,0.139,6,-16.339,0,0.0323,0.964,1.1e-05,0.105,0.312,79.975,SAD
dyl dion,pouring outside,156250,2021,64,0.783,0.589,7,-8.32,1,0.0381,0.677,0.0685,0.108,0.326,107.494,SCARED
Mujo,Everything Gone,113325,2021,53,0.66,0.144,9,-13.126,1,0.0419,0.889,0.951,0.101,0.196,140.038,SCARED
Pink Sweat$,Heaven,169749,2021,50,0.78,0.389,6,-8.877,0,0.0776,0.491,0.00242,0.0699,0.188,121.919,SAD
Pink Sweat$,Chains,149078,2021,40,0.644,0.35,2,-7.82,1,0.0308,0.815,0.0,0.266,0.311,91.981,SAD
Tiësto,"The Business, Pt. II",164268,2021,56,0.658,0.747,8,-6.567,0,0.0971,0.138,0.0,0.129,0.326,120.073,ANGRY
Madison Beer,Blue,229882,2021,53,0.64,0.501,7,-7.86,1,0.0624,0.15,0.0,0.16,0.346,114.031,SAD
Matroda,When We Were Young,191159,2021,27,0.65,0.9,4,-8.097,0,0.0379,0.0893,0.925,0.107,0.0364,123.023,HAPPY
Pat Lok,I Want You,183750,2021,17,0.9,0.809,10,-5.508,0,0.119,0.0112,0.0736,0.091,0.462,127.99,SAD
Ritviz,Liggi,181176,2021,67,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,HAPPY
Ritviz,Baaraat,222096,2021,61,0.678,0.449,4,-9.379,0,0.0869,0.477,0.0,0.536,0.606,100.033,HAPPY
David Guetta,Hey Mama,192560,2021,47,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.524,85.979,ANGRY
hayve,Change,215314,2021,43,0.438,0.895,1,-5.216,1,0.0537,0.000616,0.0013,0.201,0.0514,175.002,SAD
Billie Eilish,Your Power,245897,2021,73,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,SAD
Alan Walker,Paradise,183344,2021,59,0.779,0.58,0,-6.168,0,0.0355,0.158,0.0,0.124,0.679,148.916,ANGRY
Iron Maiden,Death Of The Celts,620403,2021,28,0.291,0.804,2,-5.807,1,0.0414,0.00711,0.21,0.12,0.26,134.561,SCARED
Ritviz,Roz,219240,2021,56,0.833,0.639,5,-6.964,1,0.0676,0.152,0.0,0.101,0.448,102.989,HAPPY
Ritviz,Chalo Chalein,184371,2021,56,0.461,0.5,1,-9.828,1,0.0614,0.00245,0.03,0.116,0.572,76.176,HAPPY
Ritviz,Thandi Hawa,203077,2021,49,0.619,0.558,1,-12.15,0,0.177,0.0558,0.00935,0.16,0.514,195.004,HAPPY
Ritviz,Sathi,216220,2021,46,0.585,0.625,6,-5.13,0,0.0765,0.0444,0.0,0.0376,0.666,164.066,HAPPY
Zeph,could you love me while i hate myself,60333,2021,74,0.68,0.406,9,-11.313,1,0.0414,0.782,0.00019,0.11,0.551,119.901,SCARED
beabadoobee,Cologne,164691,2021,66,0.55,0.803,2,-3.608,1,0.0347,0.000561,0.000523,0.0266,0.877,130.015,SCARED
Harriette,at least i'm pretty,106800,2021,63,0.86,0.422,1,-9.785,1,0.0296,0.541,0.00449,0.139,0.523,99.958,SCARED
Still Woozy,Rocky,166000,2021,57,0.737,0.517,11,-9.415,0,0.0776,0.512,0.00574,0.109,0.525,101.095,SCARED
Still Woozy,Kenny,194133,2021,56,0.743,0.49,1,-10.845,1,0.0377,0.307,0.0393,0.108,0.394,120.028,SCARED
Still Woozy,Drake,167560,2021,51,0.758,0.447,11,-9.386,1,0.0291,0.669,0.114,0.14,0.756,115.013,SCARED
Cavetown,Guilty,240333,2021,49,0.437,0.332,11,-10.808,1,0.0341,0.811,0.000142,0.361,0.173,123.64,SCARED
Genevieve Stokes,Portland Nights,101285,2021,48,0.368,0.112,0,-16.447,1,0.0595,0.986,0.000347,0.101,0.264,75.157,SAD
Faye Webster,Kind Of,325053,2021,42,0.632,0.445,10,-9.73,1,0.0288,0.145,0.319,0.121,0.452,102.788,SCARED
BLACKPINK,How You Like That - Live,179438,2021,42,0.725,0.793,11,-4.16,1,0.147,0.252,0.0,0.177,0.496,130.031,HAPPY
BLACKPINK,How You Like That - JP Ver.,180969,2021,43,0.818,0.761,11,-4.012,1,0.097,0.0943,6.3e-06,0.0464,0.355,129.98,HAPPY
Bring Me The Horizon,DiE4u,207141,2021,66,0.355,0.919,7,-3.771,1,0.356,0.00234,0.000313,0.262,0.259,159.922,ANGRY
Sabaton,Christmas Truce,318000,2021,48,0.327,0.94,9,-6.778,0,0.0637,0.00472,0.0,0.184,0.223,185.977,HAPPY
Nicky Youre,Sunroof,163026,2021,85,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,HAPPY
Olivia Rodrigo,traitor,229227,2021,84,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,SAD
Olivia Rodrigo,drivers license,242013,2021,84,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,SAD
Maroon 5,Memories,189486,2021,84,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,SAD
Gracie Abrams,Mess It Up,171280,2021,68,0.765,0.582,0,-4.528,1,0.12,0.245,8.21e-05,0.154,0.36,132.992,SAD
Conan Gray,Telepath,194973,2021,65,0.606,0.819,9,-4.804,1,0.049,0.00298,0.0,0.0702,0.744,75.006,SAD
Taylor Swift,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,598150,2021,60,0.585,0.286,0,-10.123,1,0.0312,0.838,0.0,0.115,0.189,93.009,SAD
Atif Aslam,Dil Diyan Gallan,260537,2021,67,0.717,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.021,HAPPY
Sonu Nigam,Kal Ho Naa Ho - Lofi Flip,296364,2021,53,0.547,0.38,0,-11.077,1,0.063,0.655,0.004,0.145,0.145,81.821,SAD
Kishore Kumar,Ek Ladki Bheegi Bhagi Si - LoFi,170290,2021,30,0.691,0.588,5,-8.495,0,0.21,0.585,1.52e-05,0.68,0.417,110.026,HAPPY
Himesh Reshammiya,Terre Pyaar Mein,333334,2021,48,0.597,0.629,3,-5.013,0,0.0284,0.121,0.0,0.198,0.594,125.968,HAPPY
Atif Aslam,Raat,345600,2021,32,0.537,0.547,5,-8.634,1,0.0285,0.206,0.115,0.263,0.137,100.017,HAPPY
Jubin Nautiyal,Meri Jaan,209358,2021,31,0.6,0.294,5,-10.106,1,0.0309,0.567,0.0,0.124,0.321,94.846,HAPPY
Lata Mangeshkar,Tere Liye,331677,2021,26,0.526,0.461,1,-8.593,0,0.0248,0.828,0.00189,0.139,0.321,98.058,HAPPY
Javed Ali,Yaara,250890,2021,7,0.6,0.582,7,-4.346,1,0.034,0.565,1.06e-06,0.11,0.447,145.968,SCARED
jxdn,drivers license,237644,2021,53,0.598,0.787,10,-4.695,1,0.0548,0.0175,0.0,0.0887,0.298,144.021,SAD
SadBoyProlific,isho,184156,2021,43,0.847,0.311,0,-13.572,0,0.2,0.245,0.000527,0.603,0.096,116.062,SAD
Ben Platt,leave my mind,198712,2021,41,0.55,0.65,6,-5.853,1,0.246,0.0212,0.000243,0.042,0.393,119.984,SAD
Hayd,Changes,214815,2021,65,0.624,0.115,6,-17.139,1,0.0446,0.941,3.47e-05,0.11,0.287,120.198,SAD
Sara Kays,Remember That Night? - Acoustic,222955,2021,42,0.57,0.32,7,-12.928,0,0.0307,0.828,6.47e-06,0.109,0.323,124.016,SAD
Sufjan Stevens,Olympus,187302,2021,41,0.425,0.17,5,-14.329,1,0.0391,0.92,1e-05,0.105,0.314,91.569,SAD
Sufjan Stevens,Lacrimae,127535,2021,36,0.53,0.281,5,-14.242,0,0.0264,0.935,0.0602,0.11,0.362,137.964,SAD
Catie Turner,Therapy,201610,2021,26,0.709,0.582,1,-6.757,0,0.047,0.0845,0.0,0.0936,0.52,118.007,SAD
Sabaton,Christmas Truce - Radio Edit,230467,2021,27,0.346,0.961,9,-6.465,0,0.0567,0.0177,0.0,0.341,0.307,186.047,HAPPY
JJ Heller,All You Need Is Love,255270,2022,19,0.37,0.451,0,-7.229,1,0.0296,0.616,6.03e-05,0.36,0.182,92.928,HAPPY
Cigarettes After Sex,Pistol,234174,2022,67,0.653,0.442,7,-11.727,1,0.0337,0.522,0.699,0.107,0.363,109.971,SAD
Sleeping At Last,Asleep,367347,2022,33,0.224,0.166,7,-14.379,1,0.0414,0.914,0.000223,0.0698,0.198,92.367,SAD
dyl dion,talk every night,130351,2022,44,0.705,0.5,9,-9.164,1,0.0277,0.351,0.0172,0.237,0.68,105.016,SCARED
dyl dion,under your weather,174985,2022,41,0.816,0.54,8,-9.964,1,0.0309,0.724,0.000181,0.142,0.701,129.961,SCARED
Russell Dickerson,Sorry,188960,2022,56,0.508,0.843,7,-4.133,0,0.0579,0.0774,0.0,0.0485,0.714,177.914,SAD
Russell Dickerson,I Wonder,206493,2022,55,0.373,0.845,0,-3.748,1,0.0595,0.0933,0.0,0.134,0.606,201.81,SAD
Mariah Carey,Honey,300094,2022,48,0.691,0.838,1,-6.619,1,0.104,0.123,2.68e-06,0.123,0.687,95.819,SCARED
Alan Walker,Lovesick,129024,2022,65,0.585,0.555,9,-4.694,0,0.0304,0.00539,1.73e-06,0.354,0.162,122.941,ANGRY
Alan Walker,Fade,264048,2022,56,0.785,0.649,6,-4.149,1,0.0418,0.0112,0.0388,0.0793,0.472,179.966,ANGRY
Alan Walker,Ritual,145824,2022,61,0.607,0.816,9,-4.853,1,0.0448,0.00157,0.000571,0.0969,0.315,125.936,ANGRY
Alan Walker,Blue,157566,2022,54,0.492,0.848,8,-6.718,0,0.0594,0.00318,0.000139,0.0665,0.49,180.015,ANGRY
Jiyagi,BOULEVARD OF BROKEN DREAMS,192000,2022,55,0.438,0.892,8,-3.895,1,0.204,0.0187,1.09e-05,0.272,0.561,200.062,ANGRY
Kendrick Lamar,Rich Spirit,202285,2022,76,0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,HAPPY
Ritviz,Aaj Na,193426,2022,60,0.659,0.345,11,-8.464,1,0.107,0.106,0.0,0.107,0.338,84.761,HAPPY
Ritviz,Jaana,185150,2022,38,0.668,0.682,9,-7.999,1,0.0419,0.00143,0.00469,0.467,0.565,139.998,HAPPY
Cults,Gilded Lily,212736,2022,81,0.4,0.571,11,-6.534,0,0.0288,0.468,3.05e-05,0.519,0.146,61.859,SCARED
Suki Waterhouse,Good Looking,214800,2022,78,0.364,0.554,4,-9.076,1,0.0301,0.077,0.000297,0.125,0.257,150.079,SCARED
Cults,Gilded Lily - Sped Up,192727,2022,74,0.382,0.586,1,-6.402,0,0.031,0.484,7.7e-06,0.167,0.119,68.156,SCARED
Reneé Rapp,Tattoos,173026,2022,63,0.54,0.401,11,-4.982,1,0.0536,0.623,0.0,0.437,0.354,84.417,SAD
Wasia Project,ur so pretty,132000,2022,57,0.322,0.231,4,-12.919,1,0.0347,0.932,0.00076,0.149,0.228,91.186,SCARED
Suki Waterhouse,Good Looking (Stripped),218000,2022,50,0.453,0.223,0,-16.682,1,0.03,0.706,4.55e-05,0.0913,0.258,150.053,SCARED
Ricky Montgomery,Mr Loverman - sped up,175261,2022,55,0.546,0.695,4,-4.82,1,0.027,0.136,3.28e-05,0.385,0.685,161.221,SAD
Gus Dapperton,Wet Cement,273300,2022,47,0.623,0.558,11,-6.359,0,0.0259,0.0789,1.07e-06,0.142,0.433,131.937,SCARED
d4vd,Here With Me,242485,2022,92,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,SCARED
Rema,Calm Down (with Selena Gomez),239318,2022,93,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,ANGRY
Joji,Glimpse of Us,233456,2022,85,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,SAD
Joji,Die For You,211667,2022,83,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,SCARED
Taylor Swift,Karma,204852,2022,80,0.642,0.62,8,-7.091,1,0.0666,0.0734,0.0,0.483,0.0969,90.02,SAD
Taylor Swift,Maroon,218271,2022,79,0.637,0.398,7,-8.294,1,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,SAD
Harry Styles,Matilda,245964,2022,81,0.507,0.294,2,-10.0,1,0.04,0.896,1.97e-05,0.0966,0.386,114.199,SAD
Harry Styles,Daylight,164533,2022,80,0.686,0.445,0,-7.189,1,0.0398,0.484,0.00144,0.175,0.626,145.5,SAD
Lewis Capaldi,Forget Me,203472,2022,81,0.669,0.742,1,-3.518,0,0.0441,0.296,0.0,0.355,0.716,101.982,SAD
Atif Aslam,Moonrise,169200,2022,56,0.616,0.828,5,-4.912,0,0.19,0.259,0.0,0.114,0.53,99.78,HAPPY
Lata Mangeshkar,Kya Yahi Pyar Hai,384415,2022,38,0.665,0.347,7,-11.93,0,0.0263,0.41,0.0,0.131,0.582,102.604,HAPPY
Jubin Nautiyal,Mere Baba,240954,2022,55,0.605,0.768,1,-5.684,1,0.0278,0.235,0.0,0.152,0.629,80.971,HAPPY
Arijit Singh,Sajna-Lofi,188464,2022,41,0.548,0.365,6,-11.367,1,0.058,0.89,0.0,0.361,0.186,139.969,ANGRY
Atif Aslam,GO,348231,2022,26,0.631,0.587,7,-7.813,1,0.0421,0.319,0.0,0.0692,0.373,81.989,HAPPY
Shreya Ghoshal,Tere Bajjon,187104,2022,25,0.622,0.614,9,-5.033,1,0.0381,0.0424,0.000129,0.18,0.645,81.026,HAPPY
Udit Narayan,Ek Dilruba Hai (Lofi Mix),319091,2022,38,0.709,0.578,6,-9.837,0,0.0282,0.808,0.924,0.125,0.78,110.022,HAPPY
Jagjit Singh,Tumko Dekha Toh Ye Khayal Aya Lofi Mix,175576,2022,9,0.214,0.449,7,-8.426,1,0.0382,0.869,0.128,0.152,0.0663,85.249,SCARED
Amit Trivedi,Rahiyo Na,201136,2022,20,0.713,0.594,2,-8.529,1,0.0292,0.321,0.0328,0.359,0.669,131.978,HAPPY
Kishore Kumar,Zindagi Ek Safar (Party Mix),174907,2022,9,0.808,0.732,5,-4.849,0,0.0367,0.268,0.0,0.728,0.718,117.959,SAD
Mohammed Rafi,Kya Hua Tera Vada - Lofi,184911,2022,9,0.483,0.386,5,-12.31,1,0.0331,0.602,1.04e-05,0.393,0.148,97.841,SAD
Javed Ali,Maai Re,251678,2022,15,0.321,0.651,5,-5.141,1,0.0346,0.455,0.0,0.155,0.37,143.735,SCARED
Marshmello,Happier - Sped Up,187062,2022,51,0.715,0.853,7,-2.464,1,0.0566,0.184,0.0,0.187,0.691,114.604,ANGRY
Imagine Dragons,Bones,165265,2022,86,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,ANGRY
Imagine Dragons,Lonely,159851,2022,71,0.714,0.73,0,-5.564,1,0.0438,0.0256,0.0,0.177,0.873,97.983,ANGRY
Imagine Dragons,Monday,187896,2022,64,0.803,0.649,6,-5.842,1,0.219,0.127,6.49e-05,0.0894,0.797,90.006,ANGRY
Imagine Dragons,One Day,151337,2022,63,0.68,0.414,4,-7.955,0,0.0377,0.668,0.0,0.343,0.639,89.945,ANGRY
Imagine Dragons,Blur,175663,2022,60,0.684,0.785,2,-3.219,1,0.0422,0.00416,3.4e-06,0.0574,0.639,129.988,ANGRY
Imagine Dragons,Younger,191937,2022,59,0.661,0.562,0,-8.114,1,0.0344,0.07,1.71e-06,0.132,0.512,111.03,SCARED
Imagine Dragons,Tied,241806,2022,57,0.427,0.298,0,-8.344,1,0.0278,0.265,0.0,0.107,0.117,110.599,SCARED
SadBoyProlific,Merlin,192739,2022,50,0.744,0.346,8,-13.948,1,0.318,0.872,6.2e-06,0.132,0.375,90.076,SAD
SadBoyProlific,Dead and Cold - slowed + reverb,105600,2022,48,0.665,0.417,11,-17.467,0,0.673,0.882,1.54e-06,0.112,0.51,83.854,SAD
Lisa O'Neill,All the Tired Horses,192000,2022,45,0.334,0.206,11,-11.941,0,0.0363,0.895,0.00886,0.116,0.128,102.34,SAD
Alter Bridge,Watch Over You,259133,2023,0,0.172,0.656,7,-5.421,1,0.0368,0.0837,0.000503,0.161,0.128,172.33,SAD
Timbaland,The Way I Are,179280,2023,0,0.73,0.807,3,-6.475,0,0.114,0.179,0.722,0.28,0.727,114.715,HAPPY
MistaJam,Nothing Else Matters,156916,2023,42,0.616,0.88,0,-6.066,1,0.0487,0.00213,3.8e-05,0.174,0.543,130.002,ANGRY
Marshmello,Again,199074,2023,58,0.611,0.902,9,-3.952,1,0.0403,0.00332,0.552,0.0804,0.375,146.064,ANGRY
Led Zeppelin,Stairway to Heaven,482830,2023,14,0.339,0.34,7,-12.049,1,0.034,0.582,0.00297,0.116,0.198,83.495,SAD
Naul,I Still Love You,325969,2023,32,0.623,0.634,10,-6.675,0,0.0372,0.571,0.00376,0.255,0.69,169.975,SAD
Level,I Want You Now,220891,2023,3,0.748,0.579,10,-5.352,1,0.0373,0.359,0.0,0.144,0.604,124.945,SAD
The Weeknd,Blinding Lights - Remix,216123,2023,0,0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903,HAPPY
Justin Bieber,As I Am,174406,2023,0,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,HAPPY
Billie Eilish,lovely,200186,2023,0,0.292,0.296,4,-10.109,0,0.0359,0.934,0.0,0.095,0.112,115.046,SAD
Young MC,Bust A Move,265667,2000,53,0.954,0.614,4,-11.48,1,0.106,0.0816,9.25e-05,0.086,0.839,117.548,HAPPY
Alka Yagnik,Pyar Dilon Ka Mela Hai,297947,2000,53,0.646,0.944,5,-6.366,0,0.212,0.039,5.48e-06,0.0645,0.666,126.906,HAPPY
